ProductID,Category,Brand,Available_sizes,Height_S,Weight_S,Chest/Bust_S,Body_Shape_S,Height_M,Weight_M,Chest/Bust_M,Body_Shape_M,Height_L,Weight_L,Chest/Bust_L,Body_Shape_L,Height_XL,Weight_XL,Chest/Bust_XL,Body_Shape_XL
333,Ethnic Wear,Uniqlo,"['XL', 'S', 'L', 'M']",155.6,45.3,89.4,2,161.1,60.5,97.4,0,170.2,74.9,104.5,2,184.0,80.7,113.4,4
334,Suits,North Face,"['S', 'XL', 'M']",157.6,53.8,87.2,0,161.3,61.7,95.5,4,178.8,69.2,105.3,1,184.1,80.6,115.1,0
335,Ethnic Wear,ASOS,"['M', 'L', 'XL', 'S']",157.1,45.1,80.9,0,169.0,64.3,92.6,3,171.0,74.5,109.0,2,184.9,76.2,116.4,2
336,Dresses,North Face,"['XL', 'L']",152.1,54.4,88.5,3,165.3,61.9,96.7,4,171.4,65.4,105.5,4,181.7,75.3,115.4,2
337,Shirts,Zara,"['S', 'XL', 'L', 'M']",155.7,49.9,87.3,0,167.9,58.2,99.6,4,177.3,72.5,102.6,1,184.5,83.0,114.7,2
338,Tops,Biba,"['XL', 'L']",158.7,48.4,86.1,4,161.2,57.0,97.7,2,178.6,71.4,104.4,2,185.1,82.3,114.4,2
339,Sweaters,Ralph Lauren,"['L', 'XL', 'M', 'S']",154.3,54.2,88.2,1,169.3,63.5,96.0,1,175.4,67.5,105.2,2,185.3,75.8,115.0,0
340,Ethnic Wear,ASOS,"['M', 'XL', 'L']",159.7,45.2,84.0,3,168.2,56.9,99.9,1,172.9,70.1,101.0,2,188.2,76.3,114.3,0
341,Suits,Ralph Lauren,"['M', 'L']",154.5,50.8,82.2,2,162.2,56.6,92.7,3,173.5,66.3,107.4,0,185.2,83.9,115.4,4
342,Tops,Champion,"['L', 'S', 'M', 'XL']",151.4,50.5,85.1,1,168.7,57.1,90.6,4,173.4,73.7,101.1,0,182.3,82.7,118.9,0
343,Kurtas,Brooks Brothers,"['L', 'M', 'XL', 'S']",153.9,47.2,85.5,0,162.6,60.1,90.3,3,173.3,68.6,104.0,1,186.6,85.0,116.3,2
344,Kurtas,ASOS,"['S', 'M']",159.5,49.3,85.4,0,162.1,56.2,97.1,3,172.4,71.3,108.0,4,188.0,77.5,117.2,3
345,T-Shirts,Uniqlo,"['M', 'XL']",153.2,51.5,85.7,2,162.6,64.4,98.3,1,176.1,66.6,104.7,1,183.2,79.9,116.0,4
346,Sweaters,North Face,"['XL', 'L']",158.7,52.3,89.5,4,169.1,64.7,96.4,1,179.0,67.1,108.4,3,186.5,77.4,116.4,1
347,Dresses,H&M,"['M', 'XL']",158.8,45.0,89.0,2,169.2,64.7,99.1,1,173.1,74.9,103.4,3,181.5,81.2,115.8,2
348,Suits,Champion,"['M', 'L', 'XL', 'S']",153.5,54.4,88.8,3,163.3,55.4,97.0,0,171.9,72.5,109.6,4,183.4,76.2,110.3,2
349,Shirts,Biba,"['L', 'M', 'S']",150.8,46.6,88.0,2,167.1,64.5,93.7,4,178.4,74.6,102.1,4,189.1,76.3,120.0,2
350,Shirts,Nike,"['M', 'L']",157.2,47.3,89.4,0,166.8,65.0,91.8,3,177.4,68.0,100.4,4,189.1,75.7,110.3,0
351,Suits,Brooks Brothers,"['XL', 'L']",153.1,47.6,81.0,4,168.1,64.4,99.2,4,179.3,66.6,108.7,0,185.8,81.9,114.0,1
352,Hoodies,Forever 21,"['XL', 'L', 'S', 'M']",157.8,45.4,82.7,4,163.0,61.7,91.0,3,171.7,70.0,107.5,0,187.0,79.9,111.1,4
353,Dresses,Uniqlo,"['M', 'XL', 'L']",154.4,46.2,85.0,2,165.1,62.0,95.4,3,171.4,69.9,102.3,3,188.5,81.2,111.0,2
354,Tops,Hugo Boss,"['M', 'L', 'XL']",154.9,54.9,88.5,3,166.7,56.2,93.1,3,175.4,66.7,109.8,4,189.6,83.8,117.9,1
355,Ethnic Wear,Zara,"['XL', 'M', 'S', 'L']",157.8,48.2,85.1,0,160.3,63.7,92.7,3,176.1,72.3,105.0,2,184.9,82.4,114.3,3
356,Hoodies,Nike,"['L', 'XL', 'M']",153.8,46.2,87.5,1,163.8,55.6,96.5,2,174.8,68.6,109.5,3,185.6,79.6,118.0,0
357,Ethnic Wear,Aurelia,"['S', 'L', 'M']",154.4,46.1,81.4,4,167.0,58.2,92.3,2,176.0,66.9,105.1,4,184.2,84.8,112.7,2
358,Ethnic Wear,Forever 21,"['XL', 'M', 'L', 'S']",153.8,52.2,82.5,2,162.5,64.9,99.2,0,171.8,68.3,104.7,2,180.7,79.6,112.6,1
359,Hoodies,Zara,"['L', 'M']",153.7,53.5,87.3,3,169.6,59.2,94.1,1,174.8,70.6,104.5,4,184.2,76.1,112.5,1
360,T-Shirts,Hugo Boss,"['L', 'M', 'XL']",155.3,47.6,81.6,3,160.3,56.3,96.8,3,176.6,72.3,103.3,1,187.9,84.9,116.2,2
361,Kurtas,Champion,"['M', 'L', 'S', 'XL']",158.1,45.2,83.5,0,169.6,64.7,97.3,4,174.3,69.8,105.3,2,188.0,75.2,118.1,1
362,Ethnic Wear,Zara,"['M', 'XL', 'L']",153.6,47.2,82.6,4,162.2,64.8,96.8,2,176.8,70.3,104.5,1,188.9,80.5,114.5,1
363,Hoodies,Uniqlo,"['S', 'L', 'XL', 'M']",155.2,45.6,83.5,0,160.5,56.9,99.0,1,174.5,66.4,100.4,0,180.5,78.1,113.8,4
364,Hoodies,Mango,"['S', 'XL', 'M', 'L']",156.7,46.0,87.1,1,162.9,63.6,92.3,0,173.3,74.1,102.6,3,185.3,80.0,119.7,0
365,Jackets,H&M,"['S', 'M', 'L', 'XL']",152.7,49.3,83.7,1,167.9,58.9,90.9,1,173.0,74.3,102.1,4,181.1,80.6,111.2,4
366,T-Shirts,FabIndia,"['S', 'M', 'XL', 'L']",152.8,47.3,85.6,1,167.5,58.8,90.6,3,174.1,71.8,108.7,3,182.0,77.4,114.9,0
367,Sweaters,Gap,"['S', 'L', 'XL', 'M']",159.3,50.2,81.0,3,162.1,57.6,98.8,1,170.2,65.2,106.0,4,189.0,80.6,114.1,0
368,Jackets,Biba,"['XL', 'M']",157.2,47.5,88.1,4,162.0,55.4,99.7,3,176.7,70.4,107.6,1,185.0,82.6,111.0,4
369,Jackets,FabIndia,"['XL', 'M', 'L']",155.8,54.4,83.7,0,166.4,57.7,93.0,2,178.5,71.3,109.6,2,187.6,77.7,112.7,2
370,Suits,Mango,"['L', 'M']",156.5,54.1,86.5,0,164.6,55.5,96.9,2,173.5,74.9,106.4,2,180.6,78.8,110.3,1
371,Kurtas,H&M,"['L', 'M', 'XL']",150.3,50.7,87.3,1,167.9,64.2,90.1,3,170.5,75.0,109.8,4,184.2,77.7,118.8,3
372,Hoodies,FabIndia,"['S', 'L', 'M', 'XL']",156.2,48.5,82.1,4,160.2,61.6,91.9,4,179.9,73.6,103.1,1,186.7,83.2,116.1,4
373,Kurtas,Adidas,"['M', 'XL']",155.1,48.8,88.8,4,166.1,63.9,96.9,2,172.6,65.6,101.9,4,181.3,82.2,118.2,4
374,Dresses,ASOS,"['S', 'M']",155.5,49.1,86.2,2,167.3,62.2,90.7,4,171.3,74.5,104.0,4,183.3,83.7,115.2,2
375,Suits,Levi's,"['XL', 'S']",153.6,52.3,84.3,4,169.9,56.3,94.7,3,173.7,71.1,104.7,4,180.6,76.7,116.0,1
376,Sweaters,Hugo Boss,"['M', 'XL', 'L']",150.8,49.5,81.8,4,166.8,64.4,96.6,3,177.4,73.0,109.0,2,186.5,75.7,117.0,4
377,Kurtas,Gap,"['XL', 'L', 'M', 'S']",151.9,53.6,89.4,0,162.3,64.0,97.7,2,172.9,69.1,105.6,4,189.7,76.2,119.1,3
378,Shirts,Mango,"['L', 'M', 'XL']",159.5,54.4,87.6,4,161.1,58.5,94.5,4,175.7,68.2,102.9,2,188.3,76.6,110.9,1
379,Ethnic Wear,Adidas,"['L', 'S', 'XL']",154.1,48.4,82.1,4,166.4,56.1,96.3,3,174.2,69.6,107.4,0,189.7,80.3,113.3,4
380,Dresses,Brooks Brothers,"['S', 'XL']",154.7,50.6,83.4,0,165.2,62.0,95.4,2,171.2,66.5,105.1,1,188.5,84.7,117.1,4
381,T-Shirts,Mango,"['M', 'L', 'XL', 'S']",150.5,46.0,88.1,4,169.0,62.3,90.5,3,173.3,68.6,101.6,0,188.6,78.6,119.6,0
382,Sweaters,Zara,"['S', 'L', 'XL']",150.4,47.0,87.0,0,167.3,64.0,97.4,1,177.2,73.6,105.8,4,185.8,84.6,119.8,0
383,Dresses,Gap,"['M', 'S', 'L']",157.2,49.1,87.7,2,165.1,55.5,91.7,1,176.1,65.4,109.1,2,185.2,75.4,116.4,4
384,Ethnic Wear,Uniqlo,"['S', 'L']",155.4,47.1,84.4,3,164.0,56.4,90.3,2,171.2,66.5,108.4,1,184.1,84.3,111.9,2
385,Suits,Aurelia,"['S', 'XL', 'L', 'M']",155.1,53.8,87.2,0,164.0,61.0,94.5,3,171.6,66.3,105.9,3,188.2,76.8,111.2,0
386,Ethnic Wear,Tommy Hilfiger,"['L', 'M', 'S']",152.4,46.6,83.9,0,162.3,61.2,98.7,2,176.4,69.0,103.8,1,181.8,84.1,119.5,4
387,Jackets,ASOS,"['XL', 'L', 'S']",157.4,49.6,82.1,4,160.2,55.3,91.5,0,178.1,75.0,100.9,1,180.6,75.6,114.3,1
388,Ethnic Wear,Aurelia,"['S', 'XL', 'L', 'M']",151.7,51.1,86.3,0,165.7,59.0,90.1,2,173.5,66.7,104.7,4,189.5,84.5,111.9,3
389,Jackets,Zara,"['L', 'XL']",151.9,51.9,89.8,1,162.1,60.8,91.1,2,176.0,66.5,107.5,0,180.0,77.0,119.3,0
390,Suits,Global Desi,"['L', 'S']",154.6,48.8,83.1,1,162.1,62.4,93.6,1,171.7,74.2,103.6,0,189.8,78.0,111.0,4
391,Tops,Zara,"['S', 'M', 'L', 'XL']",152.9,53.7,84.6,2,161.3,58.2,95.8,1,173.1,73.8,102.4,3,187.3,79.9,117.3,0
392,Jackets,H&M,"['M', 'XL', 'S']",152.5,50.7,86.7,0,161.9,59.8,91.9,3,170.2,65.3,109.3,4,183.3,78.8,116.3,1
393,T-Shirts,Brooks Brothers,"['M', 'S', 'L', 'XL']",156.5,49.4,85.4,4,160.3,63.1,98.0,2,177.7,72.5,108.2,1,187.0,81.7,110.9,2
394,Ethnic Wear,Hugo Boss,"['L', 'S', 'M']",156.5,45.7,88.4,4,166.7,64.5,97.5,2,174.0,71.6,106.4,0,188.2,84.7,113.4,4
395,Ethnic Wear,H&M,"['M', 'L']",158.2,49.6,87.6,3,164.0,57.3,97.0,3,178.2,72.7,101.4,0,182.5,81.1,111.5,1
396,T-Shirts,Nike,"['L', 'S', 'XL', 'M']",154.2,53.2,80.6,2,165.6,57.5,94.9,4,177.1,69.9,101.4,2,187.7,82.2,116.0,3
397,Shirts,Zara,"['M', 'S']",150.7,51.1,90.0,4,166.4,64.4,93.7,3,178.3,74.9,101.0,1,188.0,75.9,114.8,4
398,Hoodies,Uniqlo,"['S', 'L']",152.7,53.3,87.5,3,169.7,59.0,93.8,1,172.9,65.4,106.2,4,182.5,81.3,110.0,3
399,Tops,Global Desi,"['L', 'XL', 'M']",159.8,49.9,88.6,4,160.7,62.2,95.0,1,171.9,67.3,101.2,0,180.4,79.5,119.8,2
400,Sweaters,Biba,"['XL', 'M', 'L', 'S']",156.0,46.2,86.5,3,164.2,61.1,90.8,2,179.7,69.0,108.4,4,182.0,83.9,113.5,4
401,Jackets,Zara,"['S', 'L']",157.1,45.1,88.6,1,162.5,57.9,96.8,1,177.2,69.5,109.9,1,182.0,78.9,112.6,4
402,T-Shirts,Ralph Lauren,"['L', 'XL', 'M', 'S']",150.1,48.0,81.1,1,164.8,61.5,93.5,3,178.3,74.2,103.7,1,180.7,81.8,112.2,1
403,Suits,Hugo Boss,"['S', 'M', 'L']",155.2,52.0,83.5,4,169.2,61.6,92.2,2,170.1,70.6,104.5,0,187.3,77.3,111.6,0
404,Jackets,North Face,"['M', 'XL', 'L', 'S']",150.4,52.9,88.8,2,167.2,60.9,92.8,3,173.5,65.5,107.1,3,183.8,77.6,120.0,4
405,Hoodies,Zara,"['XL', 'S']",155.7,48.0,82.0,0,166.6,56.0,91.8,3,177.4,69.1,109.4,4,188.8,78.8,113.0,2
406,Suits,Champion,"['M', 'S', 'XL', 'L']",159.2,50.0,80.8,2,164.4,65.0,99.0,2,170.8,69.2,108.9,4,182.5,78.0,114.1,4
407,Dresses,ASOS,"['M', 'L']",159.7,49.2,87.9,2,166.7,59.0,91.7,4,175.7,74.7,100.6,2,184.5,77.5,118.7,4
408,Ethnic Wear,H&M,"['M', 'XL', 'S', 'L']",155.4,49.1,88.4,0,160.3,61.4,98.8,1,174.3,71.0,101.7,1,186.4,75.5,116.4,4
409,Dresses,Ralph Lauren,"['XL', 'S', 'M']",154.6,47.3,81.6,1,165.9,63.9,95.7,0,170.2,71.4,107.5,1,188.8,83.4,113.7,4
410,Jackets,H&M,"['S', 'XL']",159.5,46.4,88.5,1,165.5,59.2,98.7,0,172.4,72.1,106.9,0,185.2,75.6,119.0,2
411,Hoodies,Zara,"['L', 'S', 'XL', 'M']",156.7,47.0,86.9,0,163.5,62.7,94.7,0,172.8,72.7,101.3,0,183.7,83.9,117.5,1
412,Tops,Mango,"['S', 'M', 'XL', 'L']",150.6,45.6,85.2,3,162.0,64.7,99.3,1,171.1,71.4,105.0,0,188.7,76.3,112.3,0
413,Jackets,FabIndia,"['M', 'XL', 'S', 'L']",154.7,47.0,88.3,2,168.1,58.6,92.1,4,176.3,67.4,107.8,2,183.1,75.7,116.4,2
414,T-Shirts,Mango,"['XL', 'S']",152.4,45.1,84.2,4,160.5,59.1,95.5,3,172.4,73.7,102.2,3,180.8,80.6,119.2,2
415,Kurtas,Nike,"['M', 'XL']",154.7,51.3,81.9,1,160.7,64.1,91.3,2,172.8,72.3,108.7,0,184.5,80.0,115.0,3
416,Jackets,Global Desi,"['L', 'S', 'XL', 'M']",154.6,48.2,82.8,4,164.4,56.6,94.5,4,179.0,72.4,100.5,0,187.9,79.9,117.3,0
417,Ethnic Wear,Forever 21,"['M', 'XL', 'L', 'S']",155.8,54.7,85.1,0,162.5,55.3,95.7,0,174.7,75.0,107.8,0,180.3,80.7,119.7,1
418,Ethnic Wear,Uniqlo,"['L', 'S', 'XL', 'M']",153.6,46.9,85.3,4,167.5,64.1,96.1,1,173.9,73.0,106.2,2,185.9,77.9,116.9,1
419,Jackets,Adidas,"['M', 'S']",151.6,48.5,88.1,4,166.3,63.2,93.7,1,177.2,73.3,103.2,4,185.9,81.6,111.0,3
420,Suits,North Face,"['XL', 'L', 'M', 'S']",155.0,48.6,87.9,2,167.7,64.7,90.8,2,179.1,74.5,107.2,3,189.3,80.0,112.4,3
421,Kurtas,Ralph Lauren,"['XL', 'L', 'M']",158.3,45.1,85.8,0,163.2,55.6,96.6,3,170.3,66.5,107.8,4,182.9,78.3,116.0,2
422,T-Shirts,Gap,"['L', 'XL', 'M']",156.6,53.4,87.8,4,167.4,56.6,94.9,4,174.5,70.0,109.3,1,182.8,83.3,112.8,1
423,Jackets,Uniqlo,"['L', 'XL', 'M', 'S']",153.4,45.3,81.9,1,168.6,56.1,91.4,4,176.1,70.8,103.7,1,184.4,82.3,119.6,1
424,Suits,Forever 21,"['S', 'L', 'XL', 'M']",159.4,54.4,80.5,0,163.5,61.8,99.4,4,173.2,68.3,106.9,0,183.6,78.9,114.1,1
425,Ethnic Wear,Biba,"['XL', 'M', 'S', 'L']",159.1,53.9,88.7,1,163.4,61.1,99.6,3,177.7,73.4,106.0,4,187.4,83.5,114.6,2
426,Ethnic Wear,Forever 21,"['M', 'XL']",152.1,50.4,80.8,3,169.0,58.6,98.6,3,179.7,72.6,105.3,2,186.4,84.2,117.0,1
427,Hoodies,Zara,"['L', 'M', 'XL', 'S']",150.4,50.4,82.5,4,160.5,55.6,98.4,3,179.4,72.2,108.9,3,187.6,80.4,115.2,4
428,Jackets,FabIndia,"['XL', 'S', 'L']",157.4,51.5,87.0,0,163.5,61.4,91.0,2,172.7,75.0,100.0,4,188.2,77.1,113.8,3
429,Kurtas,North Face,"['M', 'L', 'S', 'XL']",158.3,48.9,84.1,1,161.2,60.7,99.9,1,172.3,67.6,102.8,4,189.2,84.2,110.8,3
430,Shirts,Zara,"['L', 'S', 'XL']",159.7,51.5,88.8,4,160.3,56.1,94.0,0,179.6,72.4,105.4,3,184.3,76.9,116.0,3
431,Kurtas,Forever 21,"['XL', 'L']",158.9,45.4,83.0,2,161.1,64.1,91.6,3,174.6,70.5,101.8,4,189.8,75.5,118.7,3
432,Ethnic Wear,Global Desi,"['S', 'L', 'M']",156.0,45.5,80.1,1,164.3,57.0,98.1,1,172.1,68.1,109.1,4,182.2,78.3,116.9,4
433,Ethnic Wear,Armani,"['M', 'S']",155.3,49.6,83.0,1,166.9,62.4,92.3,3,177.1,66.6,106.5,3,187.1,82.3,113.8,0
434,Dresses,Ralph Lauren,"['S', 'L', 'M', 'XL']",150.3,50.5,85.8,3,162.9,63.9,95.3,0,172.8,74.0,104.8,2,185.3,84.2,111.3,1
435,Ethnic Wear,Forever 21,"['S', 'XL', 'L']",152.5,53.9,83.8,2,168.5,60.8,91.3,3,172.7,71.0,108.1,3,188.2,81.4,118.2,3
436,T-Shirts,Nike,"['XL', 'L', 'S']",154.6,46.0,85.3,3,164.4,57.5,94.7,1,178.8,73.2,104.5,0,184.8,84.5,119.4,1
437,Sweaters,North Face,"['L', 'M', 'XL']",156.3,53.2,88.8,2,169.7,58.1,95.6,2,171.6,70.5,105.6,0,187.8,75.9,113.9,1
438,Jackets,Zara,"['S', 'L', 'M']",155.6,47.1,89.1,1,169.5,63.9,94.5,0,170.6,67.2,100.0,0,189.3,75.6,117.3,4
439,Kurtas,Hugo Boss,"['S', 'M', 'L', 'XL']",157.4,48.9,82.7,3,167.7,58.0,90.7,1,172.7,68.4,103.7,0,187.3,81.0,114.1,1
440,Sweaters,Zara,"['S', 'L']",152.8,48.2,84.6,4,169.3,62.5,94.8,4,176.1,68.8,101.4,1,187.8,84.7,115.0,3
441,Suits,Mango,"['S', 'M']",155.6,49.0,85.5,2,167.1,64.9,94.7,4,171.2,74.7,106.9,2,180.7,80.0,118.4,1
442,Shirts,ASOS,"['XL', 'S', 'L']",150.9,46.5,89.5,1,169.0,65.0,92.6,4,174.7,65.1,104.8,1,182.0,75.5,110.8,4
443,T-Shirts,Gap,"['S', 'M']",154.1,50.0,90.0,0,162.4,60.3,99.2,2,176.3,74.9,103.0,4,189.7,77.2,115.3,3
444,Kurtas,ASOS,"['XL', 'M', 'L', 'S']",157.5,53.0,82.4,2,163.5,63.3,94.2,3,178.5,74.8,104.7,4,186.9,77.4,112.1,4
445,Sweaters,Zara,"['M', 'XL', 'L', 'S']",156.9,49.4,87.3,2,167.5,64.9,98.6,3,172.3,75.0,102.1,3,185.6,78.4,113.4,2
446,Shirts,FabIndia,"['XL', 'L']",159.9,49.9,83.8,4,164.2,58.7,91.1,3,178.2,69.8,109.3,0,183.7,75.4,116.4,0
447,Dresses,Brooks Brothers,"['XL', 'M', 'S', 'L']",152.8,53.5,80.1,2,168.4,57.5,93.2,2,172.3,74.6,100.5,3,180.4,84.0,110.3,1
448,T-Shirts,Mango,"['XL', 'M', 'S', 'L']",155.0,52.1,80.1,2,168.8,56.1,91.8,4,176.8,69.0,108.7,4,183.7,80.2,115.9,1
449,T-Shirts,Brooks Brothers,"['M', 'S', 'L']",153.3,49.9,84.6,4,163.0,56.4,94.1,3,174.3,65.3,105.1,0,185.0,81.7,112.8,1
450,Dresses,Nike,"['M', 'L', 'S', 'XL']",154.4,47.6,84.9,4,168.2,63.5,91.1,2,171.1,67.2,106.2,2,182.1,75.7,116.7,2
451,Jackets,Gap,"['XL', 'L', 'S']",158.6,53.8,80.2,3,161.5,60.9,94.4,2,177.1,74.5,103.0,4,181.7,75.5,111.4,0
452,Dresses,H&M,"['S', 'XL', 'M']",156.8,50.8,86.9,1,163.3,63.7,93.5,1,172.2,65.1,109.7,3,185.1,80.9,117.4,4
453,T-Shirts,Aurelia,"['S', 'L', 'M', 'XL']",158.8,47.2,82.9,1,165.2,62.9,92.2,3,171.8,70.5,102.8,3,185.9,83.9,116.5,2
454,T-Shirts,Ralph Lauren,"['S', 'L', 'M', 'XL']",152.0,47.7,85.6,3,162.3,61.7,96.4,4,173.6,65.8,105.9,4,182.4,80.3,119.7,2
455,Sweaters,Brooks Brothers,"['M', 'S', 'L']",158.7,53.0,83.0,1,165.8,61.1,99.5,0,176.5,67.9,109.9,1,185.9,83.8,119.1,3
456,Ethnic Wear,Champion,"['L', 'XL', 'M', 'S']",150.6,45.4,81.7,2,165.8,55.5,92.1,2,172.3,65.9,108.8,2,189.0,83.1,112.8,2
457,Shirts,Global Desi,"['S', 'M', 'L', 'XL']",158.9,54.9,84.1,3,162.1,63.7,97.1,1,171.8,73.6,105.4,4,184.7,75.8,110.3,2
458,Dresses,FabIndia,"['L', 'S']",153.3,46.3,82.3,3,168.0,59.2,97.4,0,170.1,70.9,109.9,4,188.6,77.0,116.6,1
459,Shirts,Uniqlo,"['M', 'L']",153.1,53.0,85.3,1,166.3,60.6,95.0,2,174.7,74.0,107.0,3,189.3,81.6,116.0,3
460,Dresses,Uniqlo,"['S', 'L']",155.1,48.9,82.0,0,163.2,55.2,99.0,1,174.3,71.9,102.1,0,180.9,79.4,110.3,4
461,Suits,Champion,"['L', 'S', 'XL', 'M']",159.4,49.9,85.1,1,162.3,64.4,99.7,3,172.3,74.7,104.1,0,181.0,77.9,111.2,0
462,T-Shirts,Global Desi,"['S', 'M', 'L', 'XL']",150.5,53.8,81.6,0,168.8,64.0,93.6,1,170.5,70.1,103.3,0,184.8,79.2,115.8,4
463,Ethnic Wear,FabIndia,"['M', 'S', 'XL']",153.5,49.1,86.7,3,168.4,60.4,96.5,2,174.3,71.4,103.4,3,185.9,79.5,119.1,3
464,Sweaters,Mango,"['L', 'S', 'M']",158.6,50.4,87.5,0,162.3,60.8,96.6,3,177.9,70.8,107.6,0,184.3,84.1,119.1,1
465,Ethnic Wear,Tommy Hilfiger,"['S', 'L', 'XL']",154.0,45.5,81.1,2,160.4,62.1,94.0,4,177.2,69.8,105.8,4,183.3,76.0,111.5,0
466,Ethnic Wear,FabIndia,"['L', 'S', 'M', 'XL']",152.0,45.0,84.7,4,168.0,57.6,93.2,1,178.6,73.5,100.4,1,186.4,77.8,113.8,4
467,Ethnic Wear,ASOS,"['M', 'XL']",154.2,47.4,80.7,0,166.2,57.2,99.3,0,170.1,71.4,108.8,1,180.0,80.4,110.4,0
468,Shirts,Mango,"['XL', 'L', 'S', 'M']",153.9,51.8,86.0,4,161.0,61.7,97.9,3,179.7,73.0,103.0,1,189.7,82.0,114.7,0
469,Dresses,Hugo Boss,"['L', 'XL', 'M']",159.2,46.2,82.6,2,165.9,56.0,91.1,3,173.4,72.9,110.0,0,182.3,81.3,117.5,0
470,Tops,Adidas,"['L', 'M', 'XL']",157.6,46.1,85.3,4,164.5,59.5,91.2,4,179.9,66.9,109.5,1,189.2,84.4,117.9,2
471,Suits,Zara,"['M', 'XL', 'S']",155.1,49.1,85.2,2,167.7,59.9,99.2,1,172.5,71.5,109.4,0,181.1,83.0,115.0,3
472,Kurtas,Aurelia,"['M', 'S', 'XL']",159.9,51.5,89.2,4,162.1,58.8,90.8,0,174.7,67.0,108.1,4,182.4,80.6,111.0,3
473,Ethnic Wear,Zara,"['M', 'XL', 'S', 'L']",154.7,52.1,85.5,4,164.5,56.9,96.9,4,173.5,70.8,102.2,4,182.3,77.1,113.8,1
474,Jackets,FabIndia,"['L', 'S']",150.6,46.8,85.8,1,161.6,58.6,92.3,1,173.6,71.8,105.3,3,190.0,79.5,119.3,4
475,Shirts,Mango,"['L', 'XL']",152.6,45.8,84.0,0,169.6,58.4,90.4,0,178.4,75.0,102.2,3,180.0,81.9,112.3,1
476,Sweaters,Forever 21,"['XL', 'S']",154.4,54.4,89.5,4,167.8,60.0,90.6,0,177.5,65.3,102.6,2,186.4,83.4,113.2,4
477,Kurtas,H&M,"['XL', 'M', 'L', 'S']",151.6,47.6,87.8,3,167.4,61.7,93.7,2,179.9,65.9,106.1,4,188.7,84.6,117.5,0
478,Tops,Biba,"['M', 'S', 'L']",159.5,53.5,82.9,1,166.9,64.7,90.8,0,176.1,65.8,100.4,0,186.7,81.1,117.3,4
479,Jackets,FabIndia,"['XL', 'L', 'M', 'S']",157.7,53.6,88.4,0,164.2,56.4,96.0,1,174.6,69.0,109.7,2,183.6,80.3,119.1,4
480,Tops,ASOS,"['M', 'L']",152.7,52.7,84.3,1,169.2,63.7,96.5,4,170.9,73.2,109.2,4,189.6,75.2,113.9,0
481,Kurtas,H&M,"['XL', 'S']",155.9,46.7,88.3,0,160.7,57.8,93.7,4,180.0,73.4,103.8,0,188.9,75.7,115.1,1
482,Ethnic Wear,North Face,"['S', 'L']",157.2,53.2,88.2,2,168.0,60.9,97.4,2,175.5,72.4,105.2,4,184.3,76.6,114.7,4
483,Jackets,Uniqlo,"['S', 'XL', 'L', 'M']",159.4,52.7,81.9,4,162.2,60.5,94.9,1,177.0,74.0,104.7,4,185.7,75.5,119.3,1
484,Tops,Adidas,"['XL', 'M']",158.8,51.0,87.0,3,163.2,60.6,94.3,0,174.1,68.2,108.8,0,189.7,79.0,117.7,1
485,Sweaters,FabIndia,"['L', 'XL', 'S', 'M']",155.2,48.4,82.9,1,165.2,62.2,94.1,2,175.5,65.9,106.9,4,189.8,78.4,118.3,3
486,Dresses,Forever 21,"['M', 'S', 'L', 'XL']",157.7,47.6,83.0,1,167.8,58.8,94.3,3,179.4,65.6,102.8,4,184.5,81.4,111.3,0
487,T-Shirts,Hugo Boss,"['S', 'L', 'XL']",155.6,46.2,83.0,1,168.4,58.2,99.7,1,171.7,73.5,104.5,4,188.5,80.4,117.9,0
488,Dresses,Uniqlo,"['S', 'XL']",155.5,50.1,87.3,1,165.8,63.5,96.8,2,172.9,72.3,104.3,3,183.0,81.0,114.3,2
489,Kurtas,Levi's,"['XL', 'L', 'M']",151.1,50.9,82.3,4,164.0,57.2,93.2,4,171.5,72.0,109.6,1,183.7,79.7,110.2,1
490,Shirts,Biba,"['S', 'XL', 'L', 'M']",151.3,48.6,80.0,0,169.5,56.8,97.3,2,177.9,68.4,101.8,4,181.6,77.8,110.6,2
491,T-Shirts,Brooks Brothers,"['M', 'L', 'S', 'XL']",155.3,49.8,87.2,4,162.5,55.2,93.3,3,170.6,68.8,100.9,0,182.1,84.5,116.8,0
492,Suits,Champion,"['M', 'XL', 'L', 'S']",152.7,48.6,81.7,2,168.0,57.1,91.3,1,170.8,74.6,108.8,4,186.6,75.9,113.7,0
493,Sweaters,Ralph Lauren,"['M', 'L', 'S']",150.2,51.4,81.0,4,166.1,60.2,94.8,2,173.0,65.6,109.0,3,185.1,84.4,118.7,2
494,Suits,Gap,"['XL', 'S']",157.2,54.0,82.4,4,163.8,60.4,97.5,0,175.1,72.7,108.7,3,182.3,78.1,117.3,0
495,Jackets,H&M,"['M', 'S', 'L']",150.3,46.6,83.8,2,160.0,57.5,93.8,1,174.1,68.1,105.1,4,184.0,80.1,110.2,0
496,T-Shirts,Global Desi,"['M', 'L', 'S']",156.0,48.8,84.8,4,164.5,55.7,98.7,2,170.4,65.4,106.6,2,183.7,76.1,116.9,3
497,Suits,Aurelia,"['L', 'S', 'XL', 'M']",155.4,46.4,80.4,0,162.8,62.4,93.9,2,179.6,72.4,105.6,1,189.9,75.7,111.9,4
